Player,Pos,Team,GP,GS,MIN,PTS,AST,STL,BLK,TOV,REB,OREB,DREB,FGM,FG%,3PTM,FT%,FTM,TVS,Age,Weight,Height,Year
Luol Deng,SF,CHI,55,0,"2,149",856,156,56,37,99,355,80,275,320,41.7,80,36.7,136,63.67,26,237,"0'0""",2011
Josh Smith,SF,ATL,68,0,"2,370","1,271",258,94,118,169,645,140,505,519,46.0,28,25.5,205,98.12,26,225,"6'9""",2011
Tony Parker,PG,SAS,59,0,"1,874","1,061",457,56,5,150,167,22,145,417,48.0,15,24.2,212,48.97,29,185,"6'2""",2011
Manu Ginobili,SG,SAS,35,0,809,438,153,26,11,68,116,18,98,153,51.5,51,41.1,81,11.99,34,205,"6'6""",2011
Nene Hilario,C,WAS,39,0,"1,086",533,79,42,38,95,286,63,223,211,54.7,0,0.0,111,17.32,29,250,"0'0""",2011
Tyson Chandler,C,NYK,63,0,"2,083",699,56,59,93,102,613,211,402,242,67.6,0,0.0,215,39.18,29,235,"7'0""",2011
Andre Iguodala,SF,PHI,64,0,"2,262",784,346,109,31,120,389,56,333,291,44.9,78,39.4,124,76.69,28,215,"6'6""",2011
Zach Randolph,PF,MEM,30,0,783,347,52,22,4,42,236,83,153,142,46.9,3,33.3,60,3.83,30,250,"6'9""",2011
Paul Pierce,SF,BOS,61,0,"2,074","1,181",274,70,26,173,317,37,280,394,44.3,100,36.6,293,72.41,34,235,"6'7""",2011
Dwyane Wade,SG,MIA,51,0,"1,677","1,117",232,87,64,132,246,75,171,427,49.8,15,25.9,248,51.06,30,220,"6'4""",2011
LeBron James,SF,MIA,64,0,"2,382","1,729",389,116,52,216,500,95,405,639,53.3,54,36.0,397,99.97,27,250,"6'9""",2011
Chris Paul,PG,LAC,61,0,"2,202","1,194",552,156,4,126,219,43,176,427,48.2,81,37.5,259,94.39,26,175,"6'1""",2011
Elton Brand,PF,PHI,62,0,"1,776",678,101,58,98,67,439,149,290,294,49.5,0,0.0,90,25.43,32,254,"6'9""",2011
Joe Johnson,SG,ATL,62,0,"2,170","1,147",242,50,13,120,228,53,175,429,45.2,125,38.0,164,2.03,30,240,"6'7""",2011
Carmelo Anthony,SF,NYK,56,0,"1,892","1,246",202,62,25,146,346,89,257,440,43.0,68,32.7,298,66.32,27,238,"6'7""",2011
Pau Gasol,PF,LAL,66,0,"2,454","1,145",241,37,88,145,677,184,493,464,50.2,8,27.6,209,67.32,31,250,"0'0""",2011
Dirk Nowitzki,PF,DAL,63,0,"2,101","1,348",138,43,30,118,424,47,377,475,45.5,78,36.3,320,23.8,33,245,"7'0""",2011
Kevin Garnett,PF,BOS,62,0,"1,905",964,178,57,62,111,503,66,437,398,50.3,3,33.3,165,44.29,35,240,"0'0""",2011
Kobe Bryant,SF,LAL,58,0,"2,224","1,618",259,67,19,209,310,65,245,572,43.2,86,30.4,388,12.88,33,212,"0'0""",2011
Kobe Bryant,SF,LAL,77,0,"2,975","2,102",463,105,25,286,431,65,366,726,46.1,129,32.1,521,33.78,34,212,"0'0""",2012
Dirk Nowitzki,PF,DAL,52,0,"1,631",905,128,37,36,70,354,37,317,339,47.4,65,41.9,162,10.26,34,245,"7'0""",2012
Joe Johnson,SG,BKN,71,0,"2,598","1,162",250,49,14,121,214,53,161,442,42.5,147,37.6,131,0.41,31,240,"6'7""",2012
Carmelo Anthony,SF,NYK,66,0,"2,431","1,885",170,51,31,172,447,128,319,658,44.9,154,37.7,415,43.35,28,238,"6'7""",2012
Pau Gasol,PF,LAL,49,0,"1,654",673,200,24,61,104,421,111,310,270,46.6,8,28.6,125,15.55,32,250,"0'0""",2012
Chris Paul,PG,LAC,67,0,"2,238","1,137",649,160,10,152,251,52,199,391,47.4,73,32.6,282,78.56,27,175,"6'1""",2012
LeBron James,PF,MIA,74,0,"2,803","1,988",538,127,65,222,590,93,497,743,56.7,103,41.0,399,99.94,28,250,"6'9""",2012
Dwyane Wade,SG,MIA,67,0,"2,323","1,435",340,125,55,191,329,79,250,558,52.6,17,26.2,302,36.17,31,220,"6'4""",2012
Deron Williams,PG,BKN,76,0,"2,765","1,454",580,71,30,213,223,28,195,486,44.3,168,38.4,314,17.27,28,200,"6'3""",2012
Paul Pierce,SF,BOS,77,0,"2,575","1,430",370,84,30,214,487,45,442,476,43.6,145,38.0,333,64.18,35,235,"6'7""",2012
Zach Randolph,PF,MEM,74,0,"2,538","1,131",107,59,30,146,831,302,529,455,45.8,2,8.7,219,26.72,31,250,"6'9""",2012
Rudy Gay,SF,TOR,72,0,"2,570","1,298",190,109,51,192,441,96,345,496,41.3,77,30.9,229,28.94,26,250,"6'8""",2012
Andre Iguodala,SF,DEN,79,0,"2,742","1,026",425,137,52,203,416,82,334,391,45.0,90,31.9,154,64.91,29,215,"6'6""",2012
Manu Ginobili,SG,SAS,60,0,"1,393",705,274,80,13,132,201,30,171,229,42.5,83,35.3,164,13.09,35,205,"6'6""",2012
Roy Hibbert,C,IND,79,0,"2,268",937,113,39,206,162,656,296,360,385,44.8,1,25.0,166,31.95,26,270,"7'2""",2012
Kevin Love,C,MIN,18,0,617,330,42,13,9,39,252,64,188,105,35.2,20,21.7,100,0.0,24,251,"6'8""",2012
Brook Lopez,C,BKN,72,0,"2,185","1,387",69,33,149,126,496,200,296,549,52.2,0,0.0,289,38.84,24,284,"7'1""",2012
Russell Westbrook,PG,OKC,80,0,"2,774","1,853",590,140,24,269,412,105,307,656,44.0,95,32.6,446,81.61,24,200,"6'3""",2012
Tyson Chandler,C,NYK,65,0,"2,118",661,61,40,75,84,693,262,431,243,62.8,0,0.0,175,42.23,30,235,"7'0""",2012
Luol Deng,SF,CHI,74,0,"2,876","1,232",220,80,32,143,474,161,313,464,42.7,74,32.0,230,60.54,27,237,"0'0""",2012
Josh Smith,SF,ATL,76,0,"2,682","1,327",321,94,136,226,639,133,506,550,46.5,61,30.3,166,88.26,27,225,"6'9""",2012
Danny Granger,SF,IND,5,0,73,27,3,2,1,4,9,3,6,10,28.6,2,20.0,5,0.0,29,222,"6'9""",2012
Andrew Bogut,C,GSW,31,0,756,179,62,18,52,35,234,64,170,80,45.5,1,100.0,18,13.97,28,260,"0'0""",2012
Nene Hilario,C,WAS,61,0,"1,659",766,177,55,37,139,407,101,306,285,48.0,0,0.0,196,25.05,30,250,"0'0""",2012
David Lee,PF,GSW,77,0,"2,835","1,417",273,66,22,201,869,214,655,589,52.0,0,0.0,239,85.03,29,245,"6'9""",2012
Tony Parker,PG,SAS,66,0,"2,173","1,341",499,54,6,170,198,18,180,519,52.2,24,35.3,279,57.3,30,185,"6'2""",2012
Kevin Martin,SG,OKC,75,0,"2,074","1,057",106,70,8,101,174,31,143,347,45.3,156,42.7,207,11.4,30,199,"6'7""",2012
Al Horford,C,ATL,74,0,"2,756","1,289",240,78,78,147,757,195,562,576,54.3,3,50.0,134,90.59,26,240,"6'9""",2012
Kris Humphries,PF,BKN,63,0,"1,159",367,32,16,33,57,357,124,233,135,44.9,0,0.0,97,2.11,27,235,"6'9""",2012
Kevin Garnett,PF,BOS,68,0,"2,022","1,004",159,78,62,110,530,75,455,422,49.6,2,12.5,158,52.62,36,240,"0'0""",2012
Rajon Rondo,PG,BOS,38,0,"1,422",522,420,70,9,148,212,43,169,225,48.4,12,24.0,60,64.08,26,180,"6'1""",2012
Monta Ellis,SG,MIL,80,0,"3,011","1,553",485,166,36,249,307,43,264,588,41.7,91,28.7,286,66.24,27,185,"6'3""",2012
Nicolas Batum,SF,POR,69,0,"2,656",991,334,87,75,186,390,91,299,334,42.8,154,36.8,169,63.72,24,230,"6'8""",2012
Jose Calderon,PG,DET,70,0,"2,086",782,505,55,8,120,169,20,149,296,48.4,120,44.9,70,34.8,31,200,"0'0""",2012
Richard Jefferson,SF,GSW,55,0,553,174,31,14,7,23,83,4,79,61,45.9,14,32.6,38,0.82,32,233,"0'0""",2012
David West,PF,IND,73,0,"2,435","1,250",213,74,69,157,563,145,418,502,49.8,4,21.1,242,87.71,32,250,"6'9""",2012
Andrea Bargnani,C,TOR,35,0,"1,002",443,38,21,23,54,128,26,102,170,39.9,38,30.9,65,8.63,27,245,"7'0""",2012
JaVale McGee,C,DEN,78,0,"1,416",706,21,30,156,89,374,158,216,298,57.6,0,0.0,110,15.43,25,270,"7'0""",2012
Paul Millsap,PF,UTA,78,0,"2,374","1,135",201,102,80,138,554,177,377,429,49.0,13,33.3,264,93.81,27,257,"6'7""",2012
Jameer Nelson,PG,ORL,55,0,"1,941",816,406,67,6,153,207,23,184,304,39.4,120,34.1,88,54.43,30,190,"6'0""",2012
Rodney Stuckey,PG,DET,71,0,"2,005",805,245,49,17,129,201,43,158,281,40.6,51,30.2,192,10.81,26,205,"6'5""",2012
Mo Williams,PG,UTA,46,0,"1,417",592,285,46,9,125,110,24,86,229,43.0,59,38.3,75,25.77,30,198,"6'1""",2012
Devin Harris,PG,ATL,58,0,"1,421",577,197,64,13,88,116,6,110,194,43.8,77,33.5,112,13.82,29,185,"6'3""",2012
Omer Asik,C,HOU,80,0,"2,400",814,75,44,85,167,939,272,667,325,53.8,0,0.0,164,50.69,26,255,"7'0""",2012
Jeremy Lin,PG,HOU,80,0,"2,580","1,079",486,129,29,230,241,32,209,390,44.3,87,34.1,212,50.48,24,200,"0'0""",2012
Thaddeus Young,PF,PHI,73,0,"2,524","1,070",120,129,54,84,545,171,374,483,53.0,1,12.5,103,82.13,24,235,"6'8""",2012
Marvin Williams,PF,UTA,73,0,"1,727",529,77,37,38,60,263,55,208,199,42.3,54,32.5,77,14.22,26,237,"6'8""",2012
Jeff Green,SF,BOS,81,0,"2,251","1,036",128,56,68,132,318,55,263,376,46.7,70,38.5,214,31.25,26,235,"6'8""",2012
Chris Kaman,C,DAL,66,0,"1,362",693,51,30,51,104,372,97,275,313,50.7,0,0.0,67,15.54,30,265,"7'0""",2012
Caron Butler,SF,LAC,75,0,"1,804",777,75,48,11,69,210,39,171,290,42.3,124,39.4,73,15.01,32,228,"6'7""",2012
George Hill,PG,IND,76,0,"2,619","1,076",355,81,26,116,284,47,237,386,44.3,130,36.8,174,73.19,26,188,"6'4""",2012
Ersan Ilyasova,PF,MIL,71,0,"1,948",930,117,67,35,72,496,144,352,358,46.3,94,45.0,120,67.03,25,235,"6'9""",2012
Arron Afflalo,SG,ORL,63,0,"2,266","1,036",199,40,11,133,234,29,205,389,43.7,71,30.1,187,31.36,27,210,"6'5""",2012
Marcus Thornton,SG,SAC,72,0,"1,726",916,91,61,4,68,181,50,131,332,42.9,141,37.2,111,16.79,25,205,"6'4""",2012
Mike Conley,PG,MEM,78,0,"2,690","1,142",471,174,24,184,217,41,176,403,43.9,103,36.1,233,87.5,25,175,"6'1""",2012
Goran Dragic,PG,PHX,75,0,"2,506","1,104",545,115,26,205,232,58,174,389,44.2,85,31.7,241,75.3,26,190,"6'4""",2012
Beno Udrih,PG,ORL,65,0,"1,430",524,295,41,3,107,139,32,107,204,44.0,33,33.0,83,13.08,30,205,"6'3""",2012
Trevor Ariza,SF,WAS,56,0,"1,470",530,113,72,20,84,266,44,222,188,41.7,76,36.4,78,45.86,27,215,"6'8""",2012
Metta World Peace,SF,LAL,74,0,"2,496",917,109,122,40,97,366,101,265,327,40.2,139,34.2,124,69.61,33,260,"6'7""",2012
Blake Griffin,PF,LAC,77,0,"2,522","1,399",288,95,49,179,636,178,458,562,54.0,5,19.2,270,99.36,23,250,"6'9""",2012
Tayshaun Prince,SF,MEM,80,0,"2,559",828,192,47,24,88,354,69,285,351,43.9,37,40.2,89,33.53,32,212,"0'0""",2012
Wesley Matthews,SG,POR,66,0,"2,299",989,171,89,18,108,184,35,149,342,43.6,163,39.5,142,58.38,26,218,"6'5""",2012
Spencer Hawes,PF,PHI,79,0,"2,149",867,172,22,108,124,567,164,403,364,46.7,30,37.5,109,63.46,24,245,"7'1""",2012
J.J. Redick,SG,MIL,76,0,"2,327","1,076",292,38,9,137,169,17,152,375,43.8,161,36.7,165,35.04,28,200,"6'3""",2012
Brandon Bass,PF,BOS,81,0,"2,239",701,84,44,64,80,425,129,296,286,48.6,0,0.0,129,31.65,27,250,"6'8""",2012
Amir Johnson,PF,TOR,79,0,"2,232",791,115,79,109,114,595,223,372,327,55.4,5,38.5,132,85.43,25,240,"6'9""",2012
Wilson Chandler,SF,DEN,43,0,"1,079",560,58,45,12,60,218,45,173,210,46.2,52,41.3,88,51.9,25,235,"6'8""",2012
John Wall,PG,WAS,49,0,"1,602",906,373,64,37,157,196,35,161,324,44.1,12,26.7,246,93.05,22,210,"6'3""",2012
James Harden,SG,HOU,76,0,"2,899","1,957",436,136,37,287,366,59,307,566,43.8,175,37.2,650,99.96,23,220,"6'5""",2012
Mike Miller,SG,MIA,57,0,889,281,97,21,4,35,154,18,136,100,43.3,73,41.7,8,10.26,32,218,"6'8""",2012
Kyle Lowry,PG,TOR,66,0,"1,950",767,414,92,24,150,313,55,258,241,40.1,98,36.7,187,84.06,26,196,"6'0""",2012
Michael Beasley,SF,PHX,74,0,"1,544",756,111,31,34,142,281,52,229,309,40.6,44,30.8,94,13.7,24,235,"0'0""",2012
Nick Young,SG,PHI,56,0,"1,349",603,82,35,13,50,123,24,99,213,41.4,72,36.5,105,17.01,27,210,"6'7""",2012
Chuck Hayes,PF,SAC,74,0,"1,208",198,112,31,18,44,299,113,186,84,44.2,0,0.0,30,13.55,29,240,"6'6""",2012
Jarrett Jack,PG,GSW,77,0,"2,285",991,429,59,9,154,237,19,218,374,45.0,78,39.6,165,61.77,29,200,"6'3""",2012
Kyrie Irving,PG,CLE,59,0,"2,047","1,325",350,89,21,191,216,34,182,484,45.2,109,39.1,248,96.07,20,195,"6'2""",2012
Evan Turner,SF,PHI,79,0,"2,791","1,070",341,69,17,182,509,56,453,431,41.9,55,35.9,153,56.82,24,220,"6'6""",2012
Tyreke Evans,SG,SAC,65,0,"2,016",987,229,90,27,128,287,56,231,366,47.8,45,33.8,210,82.08,23,220,"6'6""",2012
Jason Terry,SG,BOS,79,0,"2,123",799,198,66,11,102,159,19,140,281,43.4,123,37.2,114,28.72,35,185,"6'2""",2012
Jamal Crawford,SG,LAC,74,0,"2,174","1,234",190,79,13,141,123,21,102,439,44.1,148,38.3,208,50.93,32,185,"6'5""",2012
Andre Miller,PG,DEN,81,0,"2,109",774,472,72,11,169,235,59,176,297,47.7,17,27.0,163,51.92,36,200,"6'3""",2012
Louis Williams,SG,ATL,39,0,"1,119",551,139,44,10,74,80,8,72,187,42.2,72,36.7,105,46.0,26,175,"6'2""",2012
Kyle Korver,SG,ATL,74,0,"2,258",810,146,70,37,70,293,23,270,277,46.1,189,45.7,67,66.3,31,212,"6'7""",2012
Courtney Lee,SG,BOS,78,0,"1,940",612,143,89,21,84,190,31,159,246,46.4,58,37.2,62,23.81,27,215,"6'5""",2012
Derrick Williams,PF,MIN,77,0,"1,892",918,46,40,37,98,424,94,330,331,42.8,64,33.0,192,37.04,21,240,"6'8""",2012
Luc Richard Mbah a Moute,PF,MIL,57,0,"1,300",379,55,42,14,70,251,87,164,148,40.3,13,37.1,70,18.7,26,230,"6'8""",2012
Derrick Favors,PF,UTA,77,0,"1,786",727,75,67,130,129,546,184,362,274,48.2,0,0.0,179,71.01,21,265,"6'9""",2012
Boris Diaw,C,SAS,75,0,"1,708",435,180,52,27,84,254,66,188,179,53.9,30,38.5,47,46.81,30,250,"6'8""",2012
Jonas Jerebko,PF,DET,44,0,782,328,37,35,6,36,156,53,103,123,45.2,22,30.1,60,27.92,25,231,"0'0""",2012
Wesley Johnson,SF,PHX,48,0,901,377,33,22,16,45,119,21,98,151,40.2,49,32.9,26,17.57,25,215,"6'7""",2012
Jared Dudley,SF,PHX,77,0,"2,107",830,197,72,8,98,241,79,162,302,46.8,102,38.6,124,64.44,27,237,"6'6""",2012
Luis Scola,PF,PHX,80,0,"2,121","1,020",180,64,33,116,522,153,369,420,47.2,3,20.0,177,76.89,32,241,"6'9""",2012
Bradley Beal,SG,WAS,56,0,"1,744",780,137,50,29,90,211,43,168,282,41.0,91,38.6,125,58.34,19,207,"6'4""",2012
Dorell Wright,SF,PHI,76,0,"1,733",719,147,62,35,63,295,42,253,233,39.8,133,37.6,120,63.57,27,205,"6'9""",2012
Udonis Haslem,PF,MIA,73,0,"1,371",285,36,30,13,44,397,96,301,128,51.8,0,0.0,29,18.26,32,235,"6'8""",2012
O.J. Mayo,SG,DAL,81,0,"2,876","1,242",357,93,21,209,287,36,251,456,44.9,139,40.6,191,80.24,25,210,"6'5""",2012
Carl Landry,PF,GSW,79,0,"1,834",858,66,34,29,114,472,173,299,318,53.9,1,33.3,221,55.21,29,248,"6'9""",2012
Steve Blake,PG,LAL,45,0,"1,174",327,173,34,6,62,132,21,111,114,42.2,72,42.1,27,36.56,32,172,"6'3""",2012
J.J Hickson,PF,POR,76,0,"2,199",967,83,43,50,134,772,253,519,396,56.1,0,0.0,175,84.79,24,242,"6'9""",2012
Anthony Morrow,SG,DAL,41,0,383,164,13,13,1,8,30,11,19,64,44.1,16,37.2,20,5.2,27,210,"6'5""",2012
Brandon Rush,SG,GSW,2,0,25,14,2,0,0,3,1,0,1,6,66.7,0,0.0,2,0.0,27,225,"6'6""",2012
Mario Chalmers,PG,MIA,75,0,"2,017",654,267,115,12,117,166,19,147,223,43.4,122,41.4,86,54.08,26,190,"6'2""",2012
Stephen Curry,PG,GSW,76,0,"2,905","1,745",527,125,12,236,310,59,251,611,45.1,267,45.5,256,99.96,24,200,"6'3""",2012
Kirk Hinrich,SG,CHI,57,0,"1,672",427,301,62,24,95,152,16,136,148,37.1,64,37.9,67,44.03,32,190,"6'4""",2012
Tristan Thompson,C,CLE,82,0,"2,564",957,108,60,71,123,773,306,467,390,48.8,0,0.0,177,83.47,21,250,"6'9""",2012
Mike Dunleavy,SF,MIL,73,0,"1,903",775,145,39,34,88,285,30,255,273,44.5,126,43.0,103,58.8,32,230,"6'9""",2012
Joel Anthony,C,MIA,61,0,561,87,13,13,41,21,115,45,70,35,52.2,0,0.0,17,10.56,30,245,"6'9""",2012
Dion Waiters,SG,CLE,61,0,"1,756",894,183,59,16,121,149,22,127,336,41.2,63,31.0,159,42.66,21,210,"6'3""",2012
Thabo Sefolosha,SF,OKC,79,0,"2,174",603,123,101,44,58,306,57,249,221,48.0,106,41.6,55,76.68,28,215,"6'6""",2012
Ricky Rubio,PG,MIN,56,0,"1,654",584,408,132,5,168,224,43,181,177,35.7,26,29.2,204,84.8,22,190,"6'3""",2012
Ekpe Udoh,C,MIL,74,0,"1,283",319,43,39,84,42,244,109,135,116,44.4,0,0.0,87,27.97,25,245,"0'0""",2012
Gerald Green,SG,IND,60,0,"1,080",421,50,18,23,53,141,31,110,155,36.6,59,31.4,52,14.8,27,205,"6'6""",2012
Danny Green,SG,SAS,80,0,"2,200",838,141,92,54,94,244,36,208,297,44.8,177,42.9,67,72.67,25,215,"6'6""",2012
Alonzo Gee,SF,CLE,82,0,"2,540",842,133,107,29,132,320,75,245,305,41.0,69,31.5,163,65.37,25,225,"6'6""",2012
Raymond Felton,PG,NYK,67,0,"2,270",940,367,91,14,150,191,51,140,374,43.3,93,36.3,99,79.49,28,205,"6'1""",2012
Jonas Valanciunas,C,TOR,61,0,"1,458",546,43,16,77,92,369,121,248,202,55.6,0,0.0,142,56.03,20,265,"7'0""",2012
DeMar DeRozan,SG,TOR,80,0,"2,945","1,457",202,74,23,149,314,48,266,536,44.4,34,29.6,351,76.23,23,220,"6'6""",2012
Tony Allen,SG,MEM,77,0,"2,076",695,97,117,43,93,359,119,240,281,44.6,3,13.0,130,66.24,31,213,"6'4""",2012
Will Bynum,PG,DET,60,0,"1,116",574,209,40,5,113,89,28,61,229,46.2,19,27.9,97,31.85,30,185,"6'0""",2012
Corey Brewer,SG,DEN,81,0,"1,976",980,120,114,23,102,231,54,177,370,42.6,91,30.2,149,60.56,26,186,"6'9""",2012
Brandon Jennings,PG,MIL,78,0,"2,827","1,364",514,124,9,197,240,57,183,487,40.0,169,37.8,221,96.44,23,170,"6'1""",2012
Timofey Mozgov,C,DEN,39,0,353,104,9,6,17,24,101,45,56,43,51.2,0,0.0,18,12.72,26,275,"0'0""",2012
Vince Carter,SG,DAL,80,0,"2,067","1,074",186,74,44,105,331,57,274,367,43.5,158,40.5,182,85.3,36,220,"6'6""",2012
Mirza Teletovic,PF,BKN,52,0,495,188,23,13,8,20,95,33,62,71,38.6,37,34.6,9,12.79,27,242,"6'9""",2012
Damian Lillard,PG,POR,78,0,"3,018","1,489",514,74,18,230,247,40,207,529,43.0,173,36.4,258,94.31,22,200,"6'2""",2012
Tyler Hansbrough,PF,IND,81,0,"1,365",568,36,29,18,78,373,161,212,176,43.2,0,0.0,216,33.51,27,250,"6'9""",2012
Darrell Arthur,PF,MEM,59,0,969,362,33,24,33,43,169,68,101,162,45.1,5,27.8,33,15.92,24,235,"6'9""",2012
Jerryd Bayless,PG,MEM,78,0,"1,731",676,260,58,16,116,172,21,151,253,41.5,68,34.5,102,45.31,24,200,"0'0""",2012
Kosta Koufos,C,DEN,80,0,"1,794",644,32,44,103,52,557,209,348,293,58.3,0,0.0,58,77.85,23,245,"7'0""",2012
LaVoy Allen,PF,PHI,76,0,"1,583",435,69,23,51,53,377,154,223,196,45.3,0,0.0,43,31.9,23,260,"6'9""",2012
Dahntay Jones,SF,ATL,77,0,"1,014",262,48,22,6,38,101,24,77,82,36.9,11,22.4,87,8.63,32,225,"6'6""",2012
James Johnson,PF,SAC,54,0,878,276,58,41,50,68,145,49,96,117,41.3,2,9.5,40,31.37,25,240,"6'7""",2012
J.R. Smith,SG,NYK,79,0,"2,636","1,441",216,100,24,133,418,63,355,525,42.3,155,35.8,236,94.51,27,225,"6'6""",2012
Harrison Barnes,SF,GSW,79,0,"2,012",742,95,50,14,99,325,52,273,275,44.6,51,36.2,141,47.04,20,225,"6'8""",2012
Gordon Hayward,SF,UTA,72,0,"2,104","1,017",213,58,38,120,225,51,174,336,43.5,102,41.5,243,79.65,22,225,"6'7""",2012
Brandon Knight,PG,DET,71,0,"2,244",947,288,55,7,193,232,51,181,341,41.0,112,36.6,153,57.12,21,182,"6'2""",2012
Jrue Holiday,PG,PHI,75,0,"2,806","1,319",598,117,31,278,309,83,226,528,42.8,89,37.2,174,98.38,22,220,"6'5""",2012
Paul George,SF,IND,79,0,"2,971","1,377",327,143,51,233,603,88,515,493,41.9,170,36.2,221,99.92,22,220,"6'8""",2012
Terrence Ross,SG,TOR,71,0,"1,195",436,52,42,14,48,135,34,101,174,40.1,59,31.4,29,15.83,21,206,"6'7""",2012
Randy Foye,SG,UTA,82,0,"2,248",882,167,66,27,92,127,17,110,293,39.7,178,41.0,118,51.39,29,218,"6'4""",2012
Jeff Teague,PG,ATL,80,0,"2,628","1,166",579,117,28,230,180,25,155,439,45.1,89,35.9,199,90.25,24,195,"6'3""",2012
Aaron Brooks,PG,HOU,53,0,996,376,114,30,10,67,80,13,67,143,45.3,50,37.3,40,24.23,28,161,"0'0""",2012
Jimmer Fredette,PG,SAC,69,0,966,494,92,31,3,68,71,19,52,172,42.1,65,41.7,85,17.84,23,195,"6'2""",2012
Darren Collison,PG,DAL,80,0,"2,338",963,406,98,8,170,219,31,188,338,47.3,48,35.8,239,83.11,25,175,"6'0""",2012
Omri Casspi,SF,CLE,43,0,502,173,28,25,12,22,114,20,94,63,39.4,25,32.9,22,26.96,24,225,"6'9""",2012
C.J. Miles,SF,CLE,65,0,"1,363",729,63,49,17,69,174,24,150,255,41.5,126,38.4,93,53.81,25,220,"6'6""",2012
Klay Thompson,SG,GSW,80,0,"2,859","1,318",178,84,43,155,290,32,258,494,42.1,207,40.3,123,84.18,22,220,"6'6""",2012
Ed Davis,PF,MEM,80,0,"1,588",605,57,37,83,60,450,150,300,252,54.0,0,0.0,101,64.78,23,218,"6'9""",2012
Taj Gibson,PF,CHI,63,0,"1,415",503,60,24,89,76,333,122,211,207,48.9,0,0.0,89,61.42,27,232,"6'9""",2012
Meyers Leonard,C,POR,65,0,"1,125",352,31,11,35,47,236,73,163,140,54.5,3,42.9,69,25.74,20,260,"7'0""",2012
Alec Burks,SG,UTA,64,0,"1,136",451,92,35,13,74,145,37,108,163,42.0,33,35.9,92,24.61,21,214,"6'6""",2012
Elton Brand,PF,DAL,71,0,"1,501",501,70,50,88,57,425,129,296,220,46.9,0,0.0,61,68.51,33,254,"6'9""",2012
Patrick Patterson,PF,SAC,70,0,"1,766",737,81,31,40,60,333,112,221,319,51.5,51,38.9,48,67.83,23,235,"6'8""",2012
Dante Cunningham,PF,MIN,79,0,"1,975",682,66,82,37,54,400,138,262,308,46.7,0,0.0,66,62.56,25,230,"0'0""",2012
Wayne Ellington,SG,CLE,76,0,"1,622",583,100,45,3,57,165,25,140,215,42.1,87,38.2,66,38.67,25,207,"6'4""",2012
Toney Douglas,SG,SAC,70,0,"1,275",532,150,71,3,80,138,34,104,188,40.8,82,38.3,74,47.35,26,195,"6'2""",2012
Jeremy Lamb,SG,OKC,22,0,143,71,5,2,2,5,18,5,13,24,35.3,9,30.0,14,0.0,20,180,"6'5""",2012
Markieff Morris,PF,PHX,80,0,"1,779",644,103,75,63,99,383,128,255,256,40.3,40,31.7,92,60.13,23,245,"6'9""",2012
Larry Sanders,C,MIL,69,0,"1,884",684,80,51,197,87,651,216,435,301,51.1,0,0.0,82,97.7,24,0,"0'0""",2012
Marco Belinelli,SG,CHI,70,0,"1,808",684,140,44,5,82,135,13,122,234,39.8,77,36.0,139,36.21,26,220,"6'5""",2012
Kendall Marshall,PG,PHX,46,0,678,135,136,22,4,54,41,4,37,53,36.6,21,29.6,8,11.87,21,200,"6'4""",2012
Marcus Morris Sr.,PF,PHX,74,0,"1,452",566,58,44,18,74,259,75,184,211,42.1,82,37.1,62,38.41,23,218,"6'8""",2012
Luke Babbitt,SF,POR,59,0,710,237,29,13,5,21,132,14,118,84,37.0,61,35.1,8,18.03,23,225,"6'9""",2012
John Henson,PF,MIL,61,0,802,373,31,18,42,46,288,111,177,159,48.9,0,0.0,55,30.06,22,219,"6'9""",2012
Kawhi Leonard,SF,SAS,58,0,"1,810",689,93,97,32,62,346,63,283,260,49.4,65,37.4,104,94.49,21,225,"6'7""",2012
Kevin Seraphin,PF,WAS,79,0,"1,720",721,57,24,59,130,346,107,239,330,46.1,0,0.0,61,31.44,23,278,"0'0""",2012
Jeremy Evans,SF,UTA,37,0,215,75,11,8,13,8,58,26,32,27,61.4,0,0.0,21,0.0,25,200,"6'9""",2012
Martell Webster,SF,WAS,76,0,"2,200",869,143,50,17,90,294,53,241,281,44.2,139,42.2,168,81.37,26,230,"6'7""",2012
Maurice Harkless,SF,ORL,75,0,"1,945",605,50,87,61,68,327,117,210,251,45.7,31,27.0,72,58.94,19,220,"6'9""",2012
Eric Bledsoe,PG,LAC,75,0,"1,536",631,231,109,55,135,223,77,146,248,44.2,29,38.7,106,75.28,23,214,"6'1""",2012
Iman Shumpert,SG,NYK,45,0,996,305,75,43,7,37,136,31,105,109,39.6,51,40.2,36,44.62,22,212,"6'5""",2012
Avery Bradley,SG,BOS,50,0,"1,434",461,104,64,19,72,111,30,81,192,40.2,40,31.7,37,44.5,22,180,"6'3""",2012
Tyler Zeller,C,CLE,77,0,"2,033",610,96,35,70,95,438,159,279,245,43.8,0,0.0,120,58.51,23,255,"7'0""",2012
James Jones,SG,MIA,37,0,215,60,13,2,6,3,22,0,22,21,35.0,16,30.8,2,0.0,32,218,"6'8""",2012
Jodie Meeks,SG,LAL,77,0,"1,661",618,69,58,5,51,171,37,134,205,38.7,122,35.7,86,40.34,25,210,"0'0""",2012
Jeff Ayres,PF,IND,37,0,369,145,15,6,12,23,104,29,75,61,48.4,2,50.0,21,22.51,25,250,"6'9""",2012
